n	row_ratio	col_ratio	offset
86883	4.876799834259867	4.876822853722823	2
87169	4.877043444343746	4.87711227615322	6
87454	4.878107347862876	4.878118782445629	1
87740	4.878698427171187	4.878709824481422	1
88026	4.878751732442687	4.878797173562357	4
88312	4.878691457559562	4.878702781049008	1
88598	4.879037901532766	4.879049188469265	1
88883	4.879279502267025	4.879290753012387	1
89169	4.879576983032219	4.879599412351826	2
89455	4.879939634453077	4.879950813258063	1
89741	4.880589697016971	4.8806119833743775	2
90027	4.881102335965877	4.881124551523432	2
90312	4.881333599078749	4.881355744530073	2
90598	4.881906885361707	4.881939998675468	3
90884	4.882333524052639	4.882344527089477	1
91170	4.88277942305583	4.882790391576177	1
91456	4.884020731280616	4.88403166550035	1
91741	4.88444643071255	4.884457330964345	1
92027	4.885381464135525	4.8853923305116975	1
92313	4.885454919675452	4.885465752385905	1
92599	4.885743906521669	4.885765505027052	2
92885	4.8857727297195455	4.885805027722452	3
93170	4.886884190189975	4.886894923258559	1
93456	4.887208953946242	4.887219654168807	1
93742	4.887659746965074	4.887670414542041	1
94028	4.8878312842982945	4.887873824818139	4
94314	4.8885107195114195	4.888521322391162	1
94599	4.888984027315299	4.889026311060371	4
94885	4.88999314960215	4.890035305896611	4
95171	4.890061048008322	4.890082062813252	2
95457	4.890673287448799	4.8907151911331805	4
95743	4.890655191502251	4.8907074146412794	5
96028	4.891396259424335	4.891417086683051	2
96314	4.891563012646136	4.891573395352701	1
96600	4.892163561076605	4.892215320910973	5
96886	4.8922651363458085	4.892316743389138	5
97172	4.89263368048409	4.892654262544766	2
97457	4.892968180838729	4.8930400073878735	7
97743	4.8930972038918386	4.893148358450222	5
98029	4.893704924053086	4.893715125116037	1
98315	4.893932767126074	4.89394293851396	1
98601	4.894402693684648	4.89442297745459	2
98886	4.894696923730356	4.894717149040309	2
99172	4.895545113540112	4.895565280522728	2
99458	4.896247662329828	4.896287880311287	4
99744	4.896244385627206	4.896304539621431	6
100029	4.8972298033570265	4.897249797558708	2
100315	4.897353336988486	4.897363305587399	1
100601	4.897376765638512	4.8973867058975555	1
100887	4.897776720489261	4.897786632569112	1
101173	4.898134877882439	4.898174414122345	4
101458	4.899041968105029	4.899051824400244	1
101744	4.899158672747287	4.899168501336688	1
102030	4.900098010389101	4.9001176124669215	2
102316	4.900543414519723	4.9005531881621645	1
102602	4.9008206467710185	4.900849885967135	3
102887	4.901804892746411	4.901814612147307	1
103173	4.902086786271602	4.902115863646497	3
103459	4.902289795957819	4.902318792951798	3
103745	4.903108583546195	4.903127861583691	2
104031	4.903749843796561	4.903778681354596	3
104316	4.904626327696614	4.904645500210898	2
104602	4.904170092350051	4.904179652396704	1
104888	4.905136907939898	4.9051845778354055	5
105174	4.905508966094282	4.905594538574173	9
105460	4.906267779252797	4.9062867437891144	2
105745	4.906331268617902	4.906340725329803	1
106031	4.906131225773595	4.906140656977676	1
106317	4.906393145028547	4.906411956695543	2
106603	4.906391002129396	4.9064003827284415	1
106889	4.907324420660685	4.907333776160316	1
107174	4.907346931158677	4.907356261779909	1
107460	4.908272845710032	4.9083007630746325	3
107746	4.908711228259054	4.908729790433055	2
108032	4.908749259478673	4.9087585159952605	1
108318	4.908999427611293	4.909027123839066	3
108603	4.90943159949541	4.909459223041721	3
108889	4.910367438400573	4.91038580572877	2
109175	4.911243416533089	4.911261735745363	2
109461	4.911731118845982	4.9117402545198745	1
109747	4.911997594467275	4.912006706333658	1
110032	4.911880180311182	4.911898356841646	2
110318	4.912027049076307	4.912036113780163	1
110604	4.912236447144768	4.912245488409099	1
110890	4.912796464965281	4.912805482910993	1
111176	4.913335612002591	4.913353601496726	2
111461	4.9139609370093575	4.913978880505288	2
111747	4.914413809766705	4.9144317073389	2
112033	4.914900074085314	4.914917925968242	2
112319	4.9149208949509875	4.9149476045904965	3
112604	4.915260559127562	4.915287201165145	3
112890	4.915546106829657	4.915572681371247	3
113176	4.9160245988548805	4.916033434650456	1
113462	4.916394916359662	4.916430170453544	4
113748	4.9171501916517215	4.917176565741816	3
114033	4.917453719537327	4.917462488928644	1
114319	4.918421259808081	4.91843875471269	2
114605	4.918869159286244	4.918877884909035	1
114891	4.919349644445605	4.919358348347564	1
115177	4.919723555918282	4.919749602785278	3
115462	4.92033742703227	4.92038073132286	5
115748	4.920776168918685	4.920784808376818	1
116034	4.921238602478584	4.921255838805867	2
116320	4.92068431911967	4.920692916093535	1
116606	4.9210589506543405	4.921067526542373	1
116891	4.9214054118794435	4.921422521836583	2
117177	4.921571639485564	4.921588707681542	2
117463	4.921643411116692	4.921694491031218	6
117749	4.921961120688923	4.92196961333005	1
118035	4.9224890922184095	4.922497564281781	1
118320	4.9228194726166326	4.922827924273157	1
118606	4.923275382358397	4.923309107465053	4
118892	4.923720687682939	4.923737509672644	2
119178	4.9237107519844265	4.92373592441558	3
119464	4.92382642469698	4.923876649032344	6
119749	4.924759288177772	4.924767638978196	1
120035	4.924721956096139	4.924730286999625	1
120321	4.925241645265581	4.925249956366719	1
120607	4.925559876292421	4.925576459077831	2
120893	4.925587089409643	4.9256036329646875	2
121178	4.9261747181831685	4.926182970506198	1
121464	4.926513205558849	4.9265379042349995	3
121750	4.926422997946612	4.926431211498973	1
122036	4.927005146022485	4.927013340325805	1
122322	4.927404718693285	4.9274292441261585	3
122607	4.9275326857357244	4.927597934865057	8
122893	4.927929174159635	4.927937311319603	1
123179	4.928055918622492	4.928064036889404	1
123465	4.928182075891953	4.928190175353339	1
123751	4.928404618952574	4.928412699695356	1
124036	4.929004482569576	4.929012544745074	1
124322	4.929111500780232	4.929151718923441	5
124608	4.929274203903441	4.929290254237288	2
124894	4.92962031802969	4.9296363316092044	2
125179	4.929820497048227	4.9298524512897535	4
125465	4.930020324393257	4.930036265093851	2
125751	4.930346478358025	4.930370335027157	3
126037	4.930314114109349	4.93036965335576	7
126323	4.930661874717985	4.9307014557918984	5
126608	4.930999620877038	4.931023316062176	3
126894	4.930958122527464	4.930973883713966	2
127180	4.930979713791476	4.930987576662997	1
127466	4.931213029356848	4.931220874586164	1
127752	4.931507921598096	4.931562715260818	7
128037	4.932035271054461	4.932043081296813	1
